index,score
54690.0,1.9674853840344586
3870.0,1.9674569545260983
46241.0,1.9674569545260983
23212.0,1.9674569545260983
20242.0,1.9674569545260983
53855.0,1.9674569545260983
5205.0,1.9674569545260983
2765.0,1.9674569545260983
17857.0,1.9674569545260983
107.0,1.9674569545260983
62565.0,1.9539496166326122
57227.0,1.9539496166326122
55054.0,1.9539496166326122
12028.0,1.9539496166326122
57256.0,1.9475458843222038
2866.0,1.9475458843222038
57769.0,1.9475458843222038
51964.0,1.9345036793863721
7230.0,1.9345036793863721
59380.0,1.9345036793863721
67154.0,1.9345036793863721
62039.0,1.9345036793863721
16939.0,1.9345036793863721
33478.0,1.9245345605002453
40338.0,1.9245345605002453
19371.0,1.9245345605002453
44184.0,1.9245345605002453
51141.0,1.9245345605002453
45741.0,1.9245345605002453
43212.0,1.9056393566093273
63523.0,1.9056393566093273
55274.0,1.9056393566093273
33047.0,1.9016405217358583
52749.0,1.8962502230217062
24828.0,1.8962502230217062
14303.0,1.8962502230217062
40076.0,1.8962502230217062
29929.0,1.8962502230217062
23068.0,1.8962502230217062
13162.0,1.8938603310963273
17716.0,1.8938603310963273
61427.0,1.8938603310963273
15964.0,1.8938603310963273
10715.0,1.8938603310963273
21480.0,1.8938603310963273
700.0,1.8938603310963273
54902.0,1.8938603310963273
9092.0,1.8938603310963273
7403.0,1.8938603310963273
14189.0,1.8938603310963273
20669.0,1.8938603310963273
65663.0,1.8938603310963273
28867.0,1.8938603310963273
34354.0,1.8938603310963273
35452.0,1.8938603310963273
26150.0,1.8938603310963273
40505.0,1.8938603310963273
36066.0,1.8938603310963273
65137.0,1.8938603310963273
59424.0,1.8938603310963273
34442.0,1.8938603310963273
8084.0,1.8938603310963273
16493.0,1.8938603310963273
20097.0,1.8938603310963273
65027.0,1.8938603310963273
26314.0,1.8938603310963273
69990.0,1.8938603310963273
3130.0,1.8938603310963273
53959.0,1.8938603310963273
38221.0,1.8938603310963273
30273.0,1.8938603310963273
54798.0,1.8938603310963273
32618.0,1.873696680680694
37350.0,1.8662730126224916
42979.0,1.8662730126224916
35130.0,1.8655177299130536
67971.0,1.8655177299130536
61951.0,1.8655177299130536
51720.0,1.8655177299130536
33352.0,1.863877374211608
36869.0,1.863877374211608
20850.0,1.863877374211608
11202.0,1.863877374211608
46953.0,1.863877374211608
25007.0,1.863877374211608
23460.0,1.863877374211608
48412.0,1.863877374211608
47941.0,1.863877374211608
9173.0,1.863877374211608
3425.0,1.863877374211608
61041.0,1.863877374211608
50710.0,1.8638366080474138
39009.0,1.8401490075415377
33079.0,1.8401490075415377
23732.0,1.8353273248994832
58019.0,1.8339455091683805
3807.0,1.8339455091683805
14295.0,1.8339455091683805
49602.0,1.8339144967484706
64717.0,1.8339144967484706
53327.0,1.8339144967484706
62920.0,1.8339144967484706
18376.0,1.8339144967484706
29981.0,1.8339144967484706
28347.0,1.8339144967484706
67159.0,1.8339144967484706
48408.0,1.8329577616229837
18152.0,1.8329577616229837
12908.0,1.8329577616229837
65354.0,1.8329577616229837
780.0,1.8329577616229837
58576.0,1.8291940910827291
63265.0,1.8224049053915947
1878.0,1.8204653274075628
45232.0,1.8195378323542517
16859.0,1.8097182627637098
62685.0,1.8079710710815078
38836.0,1.8079710710815078
22651.0,1.8079710710815078
38426.0,1.8079710710815078
63248.0,1.8079710710815078
43658.0,1.8079710710815078
60675.0,1.8079710710815078
68342.0,1.8079710710815078
12222.0,1.8079710710815078
59506.0,1.8079710710815078
5687.0,1.8079710710815078
58898.0,1.8079710710815078
17515.0,1.8079710710815078
28838.0,1.8079710710815078
5878.0,1.805433101645456
26775.0,1.8043698514781663
44416.0,1.7982250740879573
62803.0,1.7982250740879573
32528.0,1.7982250740879573
54307.0,1.7982250740879573
60059.0,1.7982250740879573
6337.0,1.7982250740879573
37515.0,1.7982250740879573
27289.0,1.7982250740879573
2163.0,1.7982250740879573
35901.0,1.7982250740879573
67495.0,1.7982250740879573
14442.0,1.7982250740879573
21208.0,1.7982250740879573
227.0,1.7956778145253771
5303.0,1.7956778145253771
38548.0,1.7956045789392274
2192.0,1.7956045789392274
1934.0,1.7956045789392274
25982.0,1.7956045789392274
29249.0,1.7956045789392274
29201.0,1.7956045789392274
32471.0,1.7956045789392274
5790.0,1.7956045789392274
6329.0,1.7956045789392274
44352.0,1.7956045789392274
1445.0,1.7956045789392274
31674.0,1.7956045789392274
7519.0,1.7956045789392274
25733.0,1.7956045789392274
27493.0,1.7956045789392274
4354.0,1.7956045789392274
28572.0,1.7956045789392274
38227.0,1.7956045789392274
53121.0,1.7956045789392274
9512.0,1.7956045789392274
49409.0,1.7956045789392274
68279.0,1.7956045789392274
38135.0,1.7956045789392274
12174.0,1.7956045789392274
12317.0,1.7956045789392274
58723.0,1.7956045789392274
58271.0,1.7956045789392274
69288.0,1.7956045789392274
16780.0,1.7956045789392274
26410.0,1.7956045789392274
28427.0,1.7956045789392274
54596.0,1.7956045789392274
63486.0,1.7956045789392274
62478.0,1.7956045789392274
36614.0,1.7956045789392274
17653.0,1.7956045789392274
32289.0,1.7956045789392274
57433.0,1.7956045789392274
28872.0,1.7956045789392274
8582.0,1.7956045789392274
60623.0,1.7956045789392274
42235.0,1.7956045789392274
34933.0,1.7956045789392274
26167.0,1.7956045789392274
20407.0,1.7956045789392274
33991.0,1.7956045789392274
22292.0,1.7956045789392274
65401.0,1.7956045789392274
64384.0,1.7956045789392274
59550.0,1.7956045789392274
17797.0,1.7956045789392274
64859.0,1.7956045789392274
63891.0,1.7956045789392274
24324.0,1.7956045789392274
41529.0,1.7915146499163976
9780.0,1.7915146499163976
53150.0,1.7915146499163976
23625.0,1.7893718586439993
3466.0,1.7891702887872214
10908.0,1.7891702887872214
19895.0,1.7891702887872214
19617.0,1.7891702887872214
10761.0,1.7891702887872214
47059.0,1.7891702887872214
25560.0,1.7891702887872214
62476.0,1.7889347803308193
47919.0,1.7889347803308193
29569.0,1.7889347803308193
68524.0,1.7889347803308193
47815.0,1.7889347803308193
58225.0,1.7885469093047128
42338.0,1.7885469093047128
43554.0,1.786328272440135
19322.0,1.786328272440135
40226.0,1.786328272440135
38052.0,1.786328272440135
49606.0,1.786328272440135
23715.0,1.786328272440135
68193.0,1.7829624903072334
9906.0,1.7829624903072334
32877.0,1.7829624903072334
68926.0,1.7829624903072334
59052.0,1.7829624903072334
17442.0,1.7793340076640074
